question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
be5bc61e-a128-4e46-988a-610c3baa4ba9,1050,Sealer penetration into dentinal tubule depends mainly on?,Type of sealer used,Method of obturation,Not Recalled,Not Recalled,B,A,0,A,2025-06-08T09:30:20.015881,Dental
2e5ee603-8296-40f4-87e3-f8c87a61340c,1051,Student t test is:,Parametric test based on average,Non parametric test based on average,Parametric test based on variance,Non parametric test based on variance,A,A,1,A,2025-06-08T09:30:31.177846,Dental
3aed5296-d2c0-4347-8804-d85234302675,1052,Child of an Overindulgent mother will be:,"Shy, submissive.","Aggressive, display temper tantrums.",Evasive and dawdling.,Disobedient.,B,B,1,B,2025-06-08T09:30:32.718833,Dental
39b3ec62-cf74-489a-b61c-8615b27e3e48,1053,Which of the following is not a behavioral theory:,Cognitive theory.,Hierarchy of needs.,Social learning.,Classical conditioning.,A,B,0,B,2025-06-08T09:30:34.337557,Dental
175a37d0-a4ea-4c5e-b1c1-bf1fec51d2bc,1054,"In occlusion, the teeth have",Cusp-to-cusp contact,Edge-to-edge contact,Marginal contact,Surface-to-surface contact,D,A,0,A,2025-06-08T09:30:35.990086,Dental
d42c3d8b-6495-4aeb-b6a9-bce8b4e95d91,1055,"Considering the morphology of root and pulp canals, a root canal instrument should be placed in what direction to gain access to the Mesiofacial root of permanent maxillary first molar:",From the mesiobuccal,From the distobuccal,From the mesiolingual,From the distolingual,D,A,0,A,2025-06-08T09:30:37.424297,Dental
f42443ee-9eb1-4055-b75d-6e09a5fd20a2,1056,"Optimal landmark for termination of cleaning, shaping and obturation is",Cementodentinal junction,Apical constriction,Minor diameter,All of the above,A,B,0,B,2025-06-08T09:30:38.656956,Dental
2ba3c5df-e02c-4031-9529-3315afaac0d8,1057,Habit developed under psychological cause is:,Non Compulsive habits.,Unintentional habits.,Useful habits.,Intentional habits.,D,A,0,A,2025-06-08T09:30:40.096113,Dental
496c34b0-7534-49f2-bf23-d72965013777,1058,Integration between blade vent implant and bone Is,Fibto-oeseous integration,Osseo-integration,Osseo vent integration,Fibrocartilaginous,A,B,0,B,2025-06-08T09:30:41.524531,Dental
710f9e19-73b6-46df-94bf-3e1f788a6aa8,1059,Gingival deformities are seen in:,ANUG,Internal resorption,Cementomas,Periapical cysts,A,A,1,A,2025-06-08T09:30:44.137565,Dental
5a6d126f-f4cd-4cf2-b58d-6390a88f80f1,1060,Most commonly missing primary teeth are:,Maxillary central incisors,Mandibular central incisors,Maxillary lateral incisors,Maxillary canines,D,C,0,C,2025-06-08T09:30:45.729311,Dental
87bc955e-ce65-4887-9735-bdaaff674162,1061,Fishman's index is used in relation with,Population,Hand wrist radiographs,Cephalograms,Periodontal diseases,B,B,1,B,2025-06-08T09:30:47.570951,Dental
0dc0ca33-9495-4e3e-a692-eda92b5202da,1062,Arch space for eruption of 2nd & 3rd molar created by:,Apposition of Hamular processes,Resorption of anterior border of ramus,Resorption of posterior border of ramus,Apposition of lower border of mandible,B,C,0,C,2025-06-08T09:30:48.958611,Dental
713b94cf-fc1e-4c32-b28e-f187cf86562d,1063,IOTN is not used for which malocclusion?,Open bite,CLP,Bimaxillary protrusion,Crowding,C,B,0,B,2025-06-08T09:30:50.432181,Dental
14aa507c-4372-4240-857f-3b88999ae85a,1064,"3 year old girl having delayed milestones, playing with
herself, difficulty in learning is likely to be suffering from",Mental retardation,Autism,Specific Learning Disorder,ADHD,B,B,1,B,2025-06-08T09:30:51.998685,Dental
1492f3ef-89dd-4cca-ad28-5fbd374c3e2e,1065,Articular disc of TMJ is:,Thickest posteriorly,Narrow in the centre,Strengthened by lateral pterygoid,All of the above,D,D,1,D,2025-06-08T09:30:53.616247,Dental
46e4c25f-f518-43a9-bad7-481cb1a16416,1066,"Before an arbitrary face bow transfer record, the dentist must determine:",Physiologic rest position,Inclination of each condyle,Axial centre of rotation of condyle,Kinematic axis of movement of condyle,C,D,0,D,2025-06-08T09:30:55.242772,Dental
3e05b090-8799-4bda-b2eb-2d6470601177,1067,In Inlay and 3 fourth crowns main purpose of bevel is,To remove unsupported enamel rods,Increase retention,Provide secondary resistance,None of above,A,B,0,B,2025-06-08T09:30:56.521301,Dental
99ebb66d-a706-49db-aa48-96f3430ce0d4,1068,Thermal conductivity of which material is close to dentin:,Amalgam,Silicate,Composite resin,Cavity varnish,B,A,0,A,2025-06-08T09:30:57.805681,Dental
f578a648-c098-4b5b-af14-2cfb956c3779,1069,Numbness and tingling sensation felt in the anterior one third of the tongue can be due to:,Over extended lingual borders,Sharp and rough lingual borders,Allergy to residual monomer of acrylic,Excessive vertical dimension,A,A,1,A,2025-06-08T09:30:59.293722,Dental
24deac61-2a03-4722-ae4f-165611386c14,1070,Innervation of pulp is from,Trigeminal nerve,Facial nerve,Glossopharyngeal nerve,Hypoglossal nerve,A,A,1,A,2025-06-08T09:31:00.762497,Dental
6c6010db-6a24-4b0f-a627-8522e0d876ce,1071,Which component of zinc oxide-eugenol cement gives its strength?,Rosin,Zinc oxide,Zinc acetate,Oil of cloves,B,B,1,B,2025-06-08T09:31:02.102426,Dental
36c7306a-d28b-4161-af0c-51fc925d3d4a,1072,Tooth eruption is due to,Osteoclastic activity,Proliferation of cells at crypt,Exfoliation of primary tooth,Eruptive forces,D,D,1,D,2025-06-08T09:31:03.537777,Dental
7c4a40cb-8e92-43fb-9404-8888ff65ad3b,1073,A 12 year old child complains of recurrent pain over right maxillary posterior tooth but clinically no caries can be found. He also reports of cold and fever spells. What should be advised to the patient?,"Extract the primary retained tooth i.e., 54, 55","Extract the tooth 16, 54, 55",Refer to physician for the evaluation of maxillary sinus,Do nothing,C,C,1,C,2025-06-08T09:31:05.076635,Dental
b44f29db-6223-45ed-b3e9-57e7d148c63f,1074,All of the following device work on traction principle except:,Ferrier double bow separator.,Elliot separator.,Perry separator.,None,B,D,0,D,2025-06-08T09:31:06.377720,Dental
6f3ff710-ea60-42a8-9345-2838c57b4511,1075,Extension of odontoblast processes into enamel,Enamel spindle,Cracks,Primary dentin,Secondary Dentine,A,A,1,A,2025-06-08T09:31:07.734672,Dental
2645de29-a0a0-42da-af00-50637b38ea84,1076,Short sharp pain of tooth transmitted to brain by,A delta fibers,C fibers,Beta fibers,Gamma fibers,A,A,1,A,2025-06-08T09:31:09.780714,Dental
1dd7c5e5-c294-443c-91a7-4081c04675f2,1077,A patient complains of looseness of dentures within two to four hours of insertion. The most likely cause is:,Psychological,Adaptive unresponsiveness,Deflective occlusion,Unretentive denture,C,C,1,C,2025-06-08T09:31:11.218143,Dental
6b2bb986-2be3-487b-a999-ffbe0b70f1fa,1078,Split impedence based apex locator is:,Generation 1,Generation 2,Generation 3,Generation 4,D,C,0,C,2025-06-08T09:31:12.546404,Dental
4653fb7a-ddbf-493b-b4ef-92205582a27a,1079,Which of the following tooth is not having 5 cusps?,Mandibular 2nd Molar,Mandibular 1st Molar,Mandibular 3rd Molar,Maxillary 1st Molar,A,D,0,D,2025-06-08T09:31:13.981392,Dental
5ef662e7-6d00-4ca1-a592-b862a54a5efa,1080,"A case presented with lower natural teeth and 7 maxillary implants placed,  having space of 15 mm for the restoration. What would be the ideal treatment plan  for the patient?",Single crown and bridge screw retained,Single crown and bridge cement retained,Overdenture,Hybrid denture,D,C,0,C,2025-06-08T09:31:15.312374,Dental
f66b5dd7-1cf3-4817-83f4-df774ff0885a,1081,"Lalloo, a 13-year old child has a severe thumb-sucking habit. On examination he has a Class-II malocclusion, anterior open bite with an over-jet of 12mm. His cephalogram will show:",Normal anterior and posterior facial heights,Increased anterior facial height and normal	posterior facial height,Increased posterior facial height and normal anterior facial height,Increased posterior facial height and increased anterior facial height,B,B,1,B,2025-06-08T09:31:16.828164,Dental
e7c38fa0-1301-44a8-a1b2-825d59afb25a,1082,During implant placement maximum torque should not be above?,100 N,50 N,60 N,70 N,D,C,0,C,2025-06-08T09:31:18.238541,Dental
4ed16846-22f2-40b6-a993-f07081e970f1,1083,Growth of the maxilla in the vertical direction is due to:,Growth of the alveolus,Growth at sutures,Growth of the cranial base,Growth of the synchondrosis,A,B,0,B,2025-06-08T09:31:19.715230,Dental
57749b9a-2d16-403c-b69f-bcab6b998f88,1084,Although standarize technique is simple and rapid but not used frequently because:,Inaccurate technique.,Relies on inherent shape of file to give shape of canal.,Accessory canals are not removed efficiently.,All of the above.,B,D,0,D,2025-06-08T09:31:21.761857,Dental
a5076108-b116-42dd-8d36-3a146ad00b47,1085,A material turns to liquid on applying critical shear stress. This type of flow is called as?,Newtonian body,Bingham body,Dilatant,Pseudoplastic,B,B,1,B,2025-06-08T09:31:23.815386,Dental
6801e5d7-8e26-4729-bc67-a4c12e2f2aab,1086,The setting time of zinc phosphate may be retarded by?,Increase in the ratio of powder to liquid,Diluting the liquid with water,Increase the addition of powder to liquid,Decrease the addition of powder to liquid,D,B,0,B,2025-06-08T09:31:25.857887,Dental
bd1f87b7-50d6-4060-a9a3-f281c15a1898,1087,Only tooth in which buccal surface is made of 2 lobes,Upper 1st molar,Lower 1st molar,Upper 2nd molar,Lower 2nd molar,A,A,1,A,2025-06-08T09:31:27.294445,Dental
a18ed47e-dc72-48d2-b763-abea2564e574,1088,Surgery of the cleft lip should be carried out at:,20 -30 weeks,2 - 12 months,3 - 6 months,5 years,C,B,0,B,2025-06-08T09:31:28.936194,Dental
5b21874b-3f6e-434f-8dda-efa6819c584d,1089,Excessive forces of occlusion within physislogical limit will:,Increase width of PDL,Decrease width of PDL,Width will remain same,Trauma from occlusion,A,A,1,A,2025-06-08T09:31:30.775525,Dental
b64edf88-505f-4eed-a95c-0bb506eaddf1,1090,"Oﬃce personnel who are at higher risk of NO toxicity, to prevent this, the most  sensitive test for nitrous oxide detection is",Laminar ﬂow,Dosimeter,Infrared spectrophotometer,High suction speed,C,C,1,C,2025-06-08T09:31:32.324392,Dental
ddc068c6-3478-47a9-8897-456a778c5f6d,1091,"At 12 year age, 2nd mandibular molar will have?","Crown complete with 1/3rd root, open apex","Crown complete with 3/4th root,, open apex",3/4th crown completed,"Crown complete with 1/4th root, open apex",B,B,1,B,2025-06-08T09:31:33.882058,Dental
7405ebae-1cba-48c4-bf16-8dea393e97ee,1092,Which of the following movements are performed by a non — working condyle?,Straightward,Down wards forwards and lateral,Down wards forwards and medial,Down wards Back wards and medial,C,C,1,C,2025-06-08T09:31:35.537662,Dental
39b9975c-107c-403e-8a63-810e41148a11,1093,"Free way space of less than normal, in complete denture 
has the following adverse result:",Mucosal irritation,Irresistible alveolar ridge resorption,Nonspecific ulcerations,None of the above,B,A,0,A,2025-06-08T09:31:37.111591,Dental
12cb2ea3-b10c-44e2-8cab-46afcd3ac0c9,1094,Which of the following best describes the working time of impression material?,After the start of appearing elastic properties of impression material,Just after the start of appearing elastic properties of impression material,The time from start of mixing till just before the start of appearing elastic properties of impression material,Loss of lusture of impression material,C,A,0,A,2025-06-08T09:31:38.970978,Dental
e33bb7f2-0c6f-4a5f-ae9d-ad515eae02c5,1095,Lower density usually means,High strength,Low strength,Low melting temperature,Lighter weight,D,B,0,B,2025-06-08T09:31:40.433710,Dental
c9b1f63c-3d20-4494-a936-268e426d0c73,1096,In RVG bit depth is seen of?,8 bit,6 bit,12 bit,4 bit,A,A,1,A,2025-06-08T09:31:41.936717,Dental
67a5354d-9a42-436a-be77-eacc7d10cd7c,1097,Enamel hatchet is differentiated from chisel by all except:,Curved in one plane only,Blade is larger,Blade is perpendicular to the long axis of handle,Blade is heavier,C,C,1,C,2025-06-08T09:31:49.623230,Dental
97dca2bc-0b15-4ce8-8e7b-2c7107fe5d18,1098,In which of the following case Hamman's sign is seen?,Hematoma,Accidental  NaOCl,Pneumomediastinitis,Oral carcinoma,C,C,1,C,2025-06-08T09:31:51.457341,Dental
e2f38ab5-2ae2-495b-81a6-6973e7f5c793,1099,"After removal of periodontal pack after a week of surgery, you see a large round elevated granulation tissue. It is most likely due to:",Allergy to components in the pack,Normal finding,Incomplete calculus removal,Mechanical irritation due to periodontal pack,C,B,0,B,2025-06-08T09:31:53.575509,Dental
7a0cf861-7c06-4f24-8da9-de8dbd7e4368,1100,Decrease in creep occurs in:,Under trituration or over trituration of amalgam,Decreases with condensation pressure,Increases with condensation pressure,Cannot be predictable,C,A,0,A,2025-06-08T09:31:55.047076,Dental
a6b3c5be-da0e-428e-97a1-f69189e1e845,1101,A 7-years child having very deep carious lesions in multiple teeth with no pain what should he the treatment plan:,Indirect pulp capping,pulpotomy of all teeth,RCT of all teeth,Extraction of teeth,A,A,1,A,2025-06-08T09:31:56.688865,Dental
5c429b7b-6cb3-432b-9a09-96415821c0a0,1102,A 8-years-old patient with a supernumerary tooth and crowding in the arch comes to you; what will be your line of treatment:,Wait and watch,Extraction and orthodontic treatment,Serial extraction,Immediate intervention with removal appliance,A,B,0,B,2025-06-08T09:31:59.074164,Dental
c0cdb15d-036d-47c7-9acd-6264c7946937,1103,The classification is given by:,Ackerman,Proffit,Dewey,Both 1 and 2,D,B,0,B,2025-06-08T09:32:01.008501,Dental
4ec7c6a9-4bb5-4c6e-adae-691e30948d47,1104,"Mother of a 10 month old child came with a complaint of non-eruption of teeth, what will be the treatment protocol?",Wait and watch,You will do OPG which shows developing tooth buds,PA skull view which shows developing tooth buds,Paediatric consultation,A,B,0,B,2025-06-08T09:32:02.620433,Dental
96c67a06-4ef0-4473-8d1c-6c31fd617a5e,1105,"Which of the following will lead to spread of communicable disease during disaster, except",Diarrhoea,Acute Respiratory infection,Measles,Malnutrition,D,D,1,D,2025-06-08T09:32:04.770922,Dental
ee3ac036-6513-4b0a-a7f3-6b158504e9bd,1106,Minimum number of lobes required to form a permanent tooth,1,2,3,4,D,A,0,A,2025-06-08T09:32:09.819014,Dental
9f210b02-6e60-4164-af01-955dc0eafa9a,1107,All of the following is true about dentinal tubules except:,Inner pulpal layer contains more dentinal tubules than outer dentin layer,The diameter of dentin tubules ranges from 5 to 7μm,The diameter of dentinal tubule is more at pulpal layer than outer layer,The bonding is more difficult on the inner Layer of dentin compared to outer surface,B,A,0,A,2025-06-08T09:32:11.604552,Dental
607f11f0-305c-479d-b4f6-14fb78fb06dc,1108,Which of the following is most appropriate for pseudopocket ?,Is a feature of periodontitis,Is associated with attachment loss,Is associated with trans-septal fibres loss,May have a depth of more than 3 mm,D,D,1,D,2025-06-08T09:32:13.102909,Dental
a342bd97-443b-48b0-a739-44530a2d485e,1109,It is necessary to remove a disto-occlusal inlay from maxillary premolar. The procedure of choice is:,Cut through the isthmus and remove the inlay in 2 pieces,Use a chisel and mallet,Try to tease the inlay out with help of an elevator,Remove the inlay in one piece,A,D,0,D,2025-06-08T09:32:14.741193,Dental
be8a09e2-fdd8-4274-bf3e-6507fb8ca209,1110,Occlusal isthmus of a M.O. dental amalgam is resistant to fracture if:,Pulpal floor depth is 1mm,Dove tail is present,Axiopulpal line angle is rounded,Unsupported enamel at the gingival cavosurface margin is planed,C,C,1,C,2025-06-08T09:32:16.539369,Dental
773c79b5-7250-4c25-84d0-93a163291d85,1111,Position and movement of articular disc of TMJ is controlled by fibers of:,Lower head of lateral pterygoid muscle,Sphenomandibular ligament,Superficial head of medial pterygoid muscle,Upper head of lateral pterygoid muscle,D,D,1,D,2025-06-08T09:32:18.185893,Dental
027df73a-b277-4ad7-aba2-824c58fc78e1,1112,According to WHO guidelines for excess sugar control by all except,Fiscal policies,Chair side council,Marketing,Food Labelling,B,B,1,B,2025-06-08T09:32:19.831720,Dental
3bd5b6d0-dd76-46b4-9e6c-6a07adfd138a,1113,"Fear developed in a patient due to previous experience, events, objects:",Innate fear.,Subjective fear.,Objective fear.,None.,C,B,0,B,2025-06-08T09:32:21.566510,Dental
874a1d82-0b88-40a1-a7d9-6b62376ccf24,1114,Sterilization of hand piece will cause:,Rust of hand piece,Turbine wear,Fibre loss,Loss of torque,C,A,0,A,2025-06-08T09:32:23.304783,Dental
90ed60d8-c46e-47be-8db0-e2e0f9ec825f,1115,The neutralization of saliva is due to,Mucin,Ammonia,Amino a cids,Bicarbonates,D,D,1,D,2025-06-08T09:32:24.845211,Dental
3164ca7d-4050-4da4-87c2-41f1a8d10cb0,1116,In which type of lesion 'eburnation' of the dentine is seen?,Acute caries,Chronic caries,Arrested caries,Root Caries,C,C,1,C,2025-06-08T09:32:26.465269,Dental
4f6953cf-b4b2-491a-8886-eb2546b97582,1117,In case of a deep carious lesion incomplete debridement is done to:,Allow secondary dentin formation first,To seal the cavity and create aseptic field,Prevent pulp exposure and allow a thin layer of a dentin to remain,Avoid microleakage,C,C,1,C,2025-06-08T09:32:28.021998,Dental
dbd611a1-4294-43fb-b290-49a0746eb7f2,1118,The red zones of lips have:,30% sebaceous glands,75% sebaceous glands,"very small number of sebaceous glands, if any",absolutely no sebaceous glands,C,C,1,C,2025-06-08T09:32:29.448235,Dental
e261b9d5-6417-4f0e-968d-91fb3dab67e8,1119,"In response to traumatic occlusal forces, alveolar bone has",Osteoblasts in areas of tension and osteoclasts in areas of pressure,Osteoblasts in areas of tension and osteoblasts in areas of pressure,Osteoid in areas of tension and osteoblasts in areas of pressure,Afunctional atrophy,A,A,1,A,2025-06-08T09:32:31.206963,Dental
2d260373-a96d-47c4-9900-eb490528b37b,1120,"Supplementary retention on the abutment tooth is made
possible by:",Greater bulk of metal,Proper cementation technique,Shoulder preparation,Proper use of pins and grooves,D,D,1,D,2025-06-08T09:32:32.931211,Dental
9057e801-66cf-41cf-bd68-6c79f8b03a12,1121,Which of the following zones is used for melting alloy during casting:,Reducing flame,Oxidizing flame,Green flame,All of the above,A,A,1,A,2025-06-08T09:32:34.536779,Dental
77f42ec8-d712-43b7-8160-dd99cad04643,1122,A 10 years old child has intrusion of permanent maxillary central incisor. The choice of treatment is,Put tooth in its place and splint it,Allow tooth to erupt on its own (spontaneous eruption),Treat it orthodontically,Do nothing,B,B,1,B,2025-06-08T09:32:36.517126,Dental
2dc96b3f-39a1-4d38-8177-c3710ed7e586,1123,The advantage of metal base denture is:,Increase in tissue tolerance,Easy laboratory procedure,Rebasing and relining are quite easy,Increase in restorative cost,A,C,0,C,2025-06-08T09:32:38.152691,Dental
376472be-1031-446f-abbd-f35a14669d7f,1124,"8 year-old child had fractured his maxillary central incisor
10-months ago. The pulp shows no response. There is no periapical lesion in the radiograph. The treatment of choice is:",Ca(OH)2 pulp capping,Formocresol pulpotomy,Conventional root canal treatment,Complete debridement and apexification,D,D,1,D,2025-06-08T09:32:39.558809,Dental
c4caf8e5-f647-49b9-8e91-b5f18d3c24e5,1125,One common radiographic finding in clinical gingivitis is,Vertical bone loss,Normal bone pattern,Horizontal bone loss,Increase in bone density,B,B,1,B,2025-06-08T09:32:41.705424,Dental
12a8e0d0-21d1-4edf-905d-5e9c415b1a80,1126,An 11-year-old boy complains of spacing between maxillary incisors. The appropriate treatment is with:,Hawley's appliance,Fixed appliance,No treatment,Oral screen,C,B,0,B,2025-06-08T09:32:43.408458,Dental
dfe219a6-198c-476c-9d38-195856bc9b00,1127,"A traumatized tooth nonvital with or without crown
fracture is classified as",Class-III,Class-IV,Class -V,Class-VII,B,B,1,B,2025-06-08T09:32:46.224590,Dental
0538f9f4-4dfd-45b8-af71-b9378965104b,1128,Habits are classified as Intentional and Unintentional by:,William James,Kingsley,Earnest Klein,Finn and Sim,C,D,0,D,2025-06-08T09:32:47.988568,Dental
db180b6d-8b4e-487e-a47d-7c554c8dad2e,1129,Which of the following show chemical bond with enamel (calcified tissues)?,Composites,Direct filling resins,Polycarboxylate cements,BIS-GMA resins in pit and fissure sealants,C,C,1,C,2025-06-08T09:32:49.623491,Dental
361849c8-ca2f-4200-89c4-8642afe7a273,1130,ADA specification for orthodontic wires is,32,30,27,25,A,B,0,B,2025-06-08T09:32:51.165443,Dental
1879dad4-5bba-48db-bc78-07c64447bf24,1131,Frankfort - horizontal is a reference plane constructed by joining which of the following landmarks?,Nasion and Sella,Porion and Sella,Porion and Nasion,Porion and Orbitale,D,D,1,D,2025-06-08T09:32:53.590710,Dental
f9d91919-027f-4873-9eae-833e671bcd87,1132,Gum pads are divided into following segments:,3 in each quadrant,2 in each jaw,5 in each quadrant,2 in each quadrant,C,D,0,D,2025-06-08T09:32:55.580412,Dental
1e199c58-ba61-4f85-b84a-578c3f10a294,1133,A youthful feminine smile have all the characteristics except?,Golden proportion is followed,Closure of incisor embrasure,Rounding of incisal line angles,Softened facial line angles,B,B,1,B,2025-06-08T09:32:57.220775,Dental
f99d10c3-4fe6-41bd-a6f7-e5aa85014103,1134,A 7-years girl with single tooth crossbite came to clinic what should be treatment plan:,Wait till all permanent teeth erupt,Removable appliance therapy,Immediate intervention therapy,Extraction of tooth,C,B,0,B,2025-06-08T09:32:58.663547,Dental
7845514d-6bb2-460f-a203-351dffc13abf,1135,Most prominent lingual fossa in Incisors is seen in,Upper Lateral incisor,Lower Lateral Incisor,Upper Central Incisor,Lower Central Incisor,A,C,0,C,2025-06-08T09:33:00.188167,Dental
dc99feed-a4eb-42de-84bb-f86f4f1812ac,1136,Most common malignant bone tumor in child:,Osteosarcoma,Ewing sarcoma,Metastatic carcinoma,Osteoma,A,B,0,B,2025-06-08T09:33:01.807340,Dental
af165621-880c-4bde-9256-f9283df3344e,1137,Which of the following is not used as an antiflux?,Graphite,Boric acid,Iron oxide,Calcium carbonate with alcohol,B,A,0,A,2025-06-08T09:33:04.106321,Dental
dc8d9432-3981-45b5-b559-6cfaccb013f4,1138,Which of the following does not occur in High Copper Amalgam?,Electrochemical Corrosion,Chemical Corrosion,Penetrating Corrosion,Corrosion does not occur at all,C,D,0,D,2025-06-08T09:33:06.314887,Dental
d96e31f1-b13f-4127-bc59-7e3147a02ab7,1139,Technique of root coverage called as:,Langer and langer technique,Pouch and tunnel technique.,Azis technique.,Bruno technique,B,B,1,B,2025-06-08T09:33:07.677193,Dental
61743cfc-eb0c-46e4-a5ee-a26761c03561,1140,Which of the following is known as corner stone of behavior management:,Modelling.,Tell Show Do.,Contigency management.,Communication.,B,B,1,B,2025-06-08T09:33:09.107297,Dental
fbeaf59e-0828-4af8-8b1b-024f50e88857,1141,Which of the following movement(s) is /are involved in the opening of the mouth?,Only hinge (rotation),Only translation,Hinge followed by translation,Translation followed by hinge,C,C,1,C,2025-06-08T09:33:11.104540,Dental
b613ede7-ef92-42f9-873b-aa04c229373e,1142,Dental plaque is formed by reaction of enzymes on:,Sucrose and lipids,Glucose and proteins,Glucose and lipids,Sucrose and saliva,D,B,0,B,2025-06-08T09:33:12.774126,Dental
85a6ecaa-1c7f-403c-b2b5-3bda0b47068f,1143,The most appropriate method of testing the statistical significance of the differences between means of two groups is,Chi square test,Multiple regression analysis,Correlation coefficient analysis,Student test,D,D,1,D,2025-06-08T09:33:14.539479,Dental
06c8d324-ca85-489e-a010-da67157a3240,1144,Minimum dosage of tetracycline which will show tooth discoloration is,5 mg/kg body weight,20 mg/kg body weight,50 mg/kg body weight,80 mg/kg body weight,B,A,0,A,2025-06-08T09:33:16.245287,Dental
461c8a4f-a185-459a-879b-c3d15b2a4682,1145,Normal growth of maxilla occurs by,Displacement and drift,Drift only,Apposition,Replacement resorption,A,A,1,A,2025-06-08T09:33:17.657844,Dental
a59b9fe8-ab81-4f9c-9b65-10df248b3f49,1146,Touidine blue is to:,Differentiate between malignant transformation,Differentiate lichen planus from Leukoplakia,Differentiate between pemphigus and lichen planus,Differentiate between candidiasis & leukoplakia,A,C,0,C,2025-06-08T09:33:19.103229,Dental
c81737c5-c5eb-4b37-94c9-492808675a80,1147,Chlorhexidine mouth rinsing:,Specifically inhibits gram-negative bacteria,Can inhibit subgingival plaque,May disturb taste sensation,Can only be obtained on prescription,C,C,1,C,2025-06-08T09:33:21.061143,Dental
4e9993a8-951b-44b2-b451-0d1bbb3f3060,1148,Tooth brush abrasions are more common on the,"Mandibular teeth, on the right half of the arch","Mandibular teeth, on the left half of the arch","Maxillary teeth, on the right half of the arch","Maxillary teeth, on the left half of the arch",D,A,0,A,2025-06-08T09:33:22.630988,Dental
585bc690-6b58-447f-941c-95f18ee8152d,1149,"In amalgam filling there is a wide buccolingual space, the wedge technique used should be (OR) If you are going to restore lower molar with amalgam which is having cavity with proximal box wide buccolingually which wedging technique will you use",Double wedge,Wedge wedge,Single wedge,No wedge,A,A,1,A,2025-06-08T09:33:24.027625,Dental
6fb3845d-5d6a-4867-850f-ec9cc51976be,1150,Ratio of upper anterior facial height to lower anterior facial height is:,55:45:00,60:40:00,40:60,45:55:00,D,B,0,B,2025-06-08T09:33:25.636746,Dental
f4f1be65-d615-4550-b159-a85d27b8b518,1151,"Saliva which is formed in salivary glands, when passes from salivary gland to duct orifices, it undergoes numerous ion exchanges and as a result
saliva become ____________ as compared to plasma:",Hypertonic sometimes,Hypotonic,Isotonic,Hypertonic always,B,B,1,B,2025-06-08T09:33:27.434660,Dental
575acac4-e189-40a7-937e-4e723b0f0225,1152,Mandibular Molar is,Tritubercular teeth,Quadritubercular teeth,Haplodont,Triconodont,B,A,0,A,2025-06-08T09:33:29.043915,Dental
046ddc6f-759d-4234-b6a8-89ad6017ef3a,1153,Which of the following instrument does not have 4 digits?,GMT,Excavators,Enamel hatchet,None,C,A,0,A,2025-06-08T09:33:30.637084,Dental
5cbf03b9-8012-42bc-b765-8dfa5adb2f5d,1154,Lingual plate is indicated when,There is need for addition of one or more Anterior teeth,Deep Lingual sulcus,Good ridge support,Narrow lingual sulcus,A,D,0,D,2025-06-08T09:33:32.633636,Dental
1b9a6722-b53a-4dcf-8040-e3ad8bf8ba9f,1155,Prevalence of pit & fissure caries is measured with:,ICDAS,DMF,def/dmf,Transillumination,D,A,0,A,2025-06-08T09:33:34.158202,Dental
8ecd446d-adb7-4e91-aca4-b1f3d3a63447,1156,The access cavity for mandibular first molar typically is,Trapezoid,Triangular,Oval,Round,A,A,1,A,2025-06-08T09:33:35.804239,Dental
794f0675-d04f-4133-be9c-96d3ba44238e,1157,Which one of the following is not an Indication for antibiotic therapy In patients with acute abscess?,Fever,Deep inaccessible pocket,Horizontal bone loss,Regional lymphadenopathy,C,C,1,C,2025-06-08T09:33:37.340303,Dental
46b381c8-e9ab-469f-84ed-ee92db694962,1158,The condylar cartilage at birth looks like,A,B,C,Any of the above,C,D,0,D,2025-06-08T09:33:39.171972,Dental
86b79020-487c-4aa6-9522-e409ca4caf63,1159,Space between Apical constriction and Apical foamen is,Funnel shaped,Hyper bolic,Morning glory,All of the above,D,A,0,A,2025-06-08T09:33:40.720425,Dental
685ea1d3-9a62-46d9-8cbd-1ebfe1d861df,1160,The periodontal ligament,Derives its blood supply primarily from the branches of vessels entering the pulp,Has a slow rate of turnover,Contains epithelial cells of malassez,Comprises primarily of type 2 collagen,C,C,1,C,2025-06-08T09:33:42.660875,Dental
dad2c74b-cf8e-45ec-b71d-8c0dbe70ead0,1161,Gelation temperature of agar is between,20°C to 25°C,27°C to 33°C,37°C to 50°C,55°C to 60°C,C,B,0,B,2025-06-08T09:33:44.410708,Dental
8af7d0f2-0e2b-4c59-b8bd-4e3c9ebdceac,1162,Which is the typical facies of Down syndrome?,Hypoplastic maxilla,Prognathic maxilla,Retrognathic mandible,Prognathic mandible,A,A,1,A,2025-06-08T09:33:46.561131,Dental
c4c1684b-c60c-47ae-a4d1-ad6c1c633be3,1163,The key ridge useful in assessing malocclusion is present on:,Maxilla,Zygomatic buttress,Sphenoid bone,Mandible,B,D,0,D,2025-06-08T09:33:48.297657,Dental
fe5ec2bf-ad45-4b77-9a7e-9fc2a67d9527,1164,Local irritating factors in gingiva is most likely give rise to:,Pyogenic granuloma,Generalized fibrous hyperplasia of gingiva,Mucosal cobblestoning,Periapical abscess,A,A,1,A,2025-06-08T09:33:49.936507,Dental
